15121;0
12560;1
2028;2
37;3
10999;4
1624;5
22527;6
2097;7
3896;8
7069;9
23692;10
10423;11
17494;12
7995;13
2829;14
8033;15
15324;16
19416;17
1037;18
21394;19
9447;20
5961;21
12925;22
7426;23
19978;24
1058;25
7233;26
10837;27
5133;28
24191;29
20318;30
7946;31
21572;32
4172;33
16549;34
22569;35
13674;36
15109;37
11674;38
3422;39
4565;40
8073;41
9377;42
23811;43
18260;44
5874;45
15367;46
7972;47
20484;48
6461;49
20434;50
19988;51
15238;52
4675;53
6546;54
6858;55
14637;56
16611;57
21175;58
19154;59
10621;60
5051;61
13049;62
5171;63
23779;64
7384;65
21169;66
5676;67
22374;68
7476;69
22019;70
22874;71
19184;72
10218;73
7481;74
116;75
12665;76
9716;77
7682;78
11745;79
13050;80
2026;81
3741;82
3138;83
4738;84
14480;85
9506;86
7457;87
431;88
8136;89
13719;90
20734;91
24002;92
14314;93
21758;94
6987;95
22991;96
14167;97
1282;98
2566;99
22966;100
18985;101
13027;102
162;103
21027;104
295;105
15452;106
2585;107
20561;108
7900;109
2063;110
2726;111
1608;112
2255;113
14644;114
235;115
18440;116
7266;117
4096;118
9478;119
21515;120
8267;121
6034;122
12912;123
15101;124
23699;125
4351;126
15850;127
13084;128
4672;129
4943;130
1492;131
4212;132
17301;133
8907;134
14400;135
23589;136
14763;137
1598;138
9675;139
10303;140
10581;141
21517;142
9676;143
12068;144
20740;145
8830;146
10501;147
14958;148
23164;149
17388;150
5601;151
2901;152
16895;153
9207;154
882;155
23877;156
19069;157
7012;158
11573;159
9980;160
24024;161
17496;162
19889;163
6472;164
11369;165
15075;166
17454;167
15441;168
3544;169
14361;170
14105;171
8921;172
12514;173
7052;174
12663;175
8164;176
19142;177
23405;178
8398;179
1723;180
2913;181
14307;182
8391;183
38;184
1623;185
17938;186
6943;187
23428;188
4245;189
12287;190
8153;191
9721;192
14823;193
24207;194
14344;195
10702;196
1731;197
23139;198
4329;199
9418;200
13113;201
8087;202
5347;203
14693;204
248;205
659;206
23970;207
133;208
16988;209
4580;210
21423;211
14374;212
4623;213
3709;214
13430;215
18976;216
9735;217
14193;218
10537;219
19941;220
14967;221
18469;222
10328;223
8145;224
15001;225
12535;226
9489;227
12165;228
4482;229
588;230
4870;231
4025;232
6213;233
8110;234
20627;235
4207;236
4090;237
20490;238
615;239
9817;240
774;241
18122;242
5869;243
5343;244
7030;245
20328;246
20510;247
14354;248
18249;249
5143;250
13379;251
21945;252
8019;253
2854;254
1606;255
729;256
13935;257
6616;258
14013;259
24123;260
5782;261
4831;262
59;263
1361;264
2612;265
24187;266
6595;267
21069;268
7340;269
13389;270
13443;271
17130;272
13587;273
810;274
10447;275
15140;276
9856;277
17052;278
1419;279
14638;280
6424;281
21235;282
5687;283
4184;284
14498;285
4193;286
10418;287
1595;288
4150;289
24071;290
5638;291
42;292
4047;293
20603;294
16958;295
3768;296
10951;297
832;298
21671;299
12209;300
20918;301
12562;302
12214;303
22149;304
7184;305
8560;306
9881;307
14499;308
23664;309
22852;310
12798;311
16756;312
477;313
16083;314
11826;315
14741;316
9743;317
8908;318
17133;319
6765;320
8824;321
7608;322
20331;323
13128;324
14646;325
5476;326
4362;327
4271;328
18524;329
6659;330
15801;331
2332;332
21673;333
1820;334
11139;335
19963;336
15818;337
10428;338
22677;339
8564;340
14492;341
1111;342
13655;343
2747;344
2632;345
23585;346
3606;347
21757;348
10636;349
16057;350
7034;351
10557;352
15049;353
23133;354
9654;355
7488;356
22010;357
3806;358
19944;359
1422;360
8508;361
4924;362
7454;363
5184;364
18977;365
5643;366
9697;367
17366;368
9963;369
16730;370
7532;371
12855;372
22165;373
7165;374
15332;375
4900;376
3393;377
6608;378
12225;379
20999;380
6186;381
15861;382
2994;383
2219;384
23367;385
19317;386
1320;387
21674;388
7580;389
1453;390
12382;391
9124;392
13386;393
1582;394
10163;395
17369;396
13103;397
1277;398
10551;399
3780;400
22873;401
21507;402
9291;403
4504;404
804;405
13280;406
4836;407
11879;408
9809;409
7797;410
4359;411
19880;412
21294;413
11337;414
6981;415
23684;416
1843;417
12744;418
16575;419
2277;420
16392;421
18232;422
60;423
5769;424
6973;425
16550;426
13369;427
15383;428
8369;429
9779;430
7369;431
17048;432
8533;433
16284;434
8966;435
6664;436
16171;437
11693;438
20319;439
17584;440
7952;441
4731;442
20430;443
23560;444
10720;445
23941;446
10121;447
10805;448
1063;449
14422;450
12210;451
21760;452
10547;453
8094;454
20472;455
16466;456
1064;457
1535;458
10889;459
12275;460
13306;461
18078;462
4452;463
22880;464
20597;465
13997;466
23632;467
22545;468
7657;469
15674;470
23465;471
17456;472
9805;473
9416;474
17724;475
15904;476
6416;477
24042;478
8399;479
20085;480
4340;481
2731;482
15429;483
13346;484
959;485
12022;486
10614;487
5487;488
2190;489
12418;490
8889;491
20006;492
5237;493
15433;494
4509;495
18641;496
1999;497
15139;498
3252;499
10966;500
19990;501
16666;502
12162;503
22457;504
16857;505
9282;506
5416;507
1339;508
6058;509
14696;510
608;511
9385;512
6506;513
438;514
22241;515
14827;516
23494;517
13960;518
21972;519
19681;520
14617;521
16314;522
19883;523
20537;524
19918;525
6745;526
20917;527
15104;528
8720;529
15254;530
14916;531
1725;532
3042;533
12378;534
10078;535
8325;536
20802;537
8258;538
17329;539
1536;540
20035;541
23993;542
10628;543
10002;544
8366;545
6375;546
11077;547
15573;548
15671;549
23986;550
10596;551
9474;552
15526;553
5851;554
14577;555
23407;556
17159;557
2141;558
7015;559
7721;560
7421;561
6157;562
1886;563
7933;564
2040;565
7316;566
5950;567
6882;568
1579;569
3868;570
18463;571
828;572
15733;573
3100;574
13321;575
8534;576
21955;577
19211;578
18032;579
24074;580
4790;581
715;582
24140;583
10103;584
12161;585
1134;586
2834;587
9615;588
4044;589
20703;590
21579;591
1946;592
6764;593
6618;594
8326;595
9129;596
3494;597
6593;598
8979;599
5725;600
3568;601
3517;602
15040;603
3249;604
15561;605
9490;606
23262;607
15888;608
4494;609
1497;610
14054;611
18136;612
5190;613
23860;614
2370;615
11857;616
12432;617
15979;618
11771;619
17151;620
23507;621
19640;622
6175;623
13870;624
8710;625
23083;626
8023;627
20914;628
19169;629
10580;630
4478;631
11541;632
3213;633
2745;634
3451;635
13568;636
5088;637
10061;638
17044;639
2363;640
15454;641
4391;642
21108;643
3158;644
10127;645
17632;646
12756;647
9882;648
15250;649
10945;650
2659;651
5580;652
5122;653
10007;654
23267;655
3661;656
6285;657
16168;658
12632;659
23757;660
7533;661
11861;662
17479;663
16943;664
11148;665
3864;666
3579;667
13826;668
6222;669
1727;670
4462;671
23318;672
17269;673
11508;674
950;675
2853;676
14041;677
5999;678
19609;679
16253;680
10642;681
18170;682
18356;683
15246;684
5533;685
5302;686
23045;687
24200;688
19285;689
13577;690
8696;691
7637;692
6283;693
12121;694
9723;695
17872;696
6602;697
19202;698
16746;699
15221;700
4940;701
14020;702
6671;703
11423;704
19747;705
13275;706
11255;707
14802;708
14732;709
5909;710
8757;711
15939;712
23250;713
12236;714
984;715
21931;716
17337;717
14107;718
16618;719
22008;720
17452;721
16910;722
9613;723
1596;724
17235;725
18671;726
7644;727
287;728
965;729
23980;730
16720;731
20054;732
12579;733
7572;734
3562;735
12029;736
12733;737
120;738
4136;739
11480;740
23477;741
9666;742
20898;743
4890;744
5607;745
6458;746
10165;747
4228;748
10453;749
12039;750
482;751
9906;752
14920;753
23607;754
14487;755
11837;756
17678;757
1729;758
18628;759
168;760
18436;761
8429;762
6230;763
23721;764
11264;765
13820;766
19050;767
10259;768
2987;769
18101;770
17319;771
5629;772
23617;773
14214;774
5780;775
22199;776
16004;777
6096;778
17995;779
6571;780
16180;781
9832;782
16336;783
1780;784
5306;785
6067;786
878;787
8652;788
13578;789
3371;790
5346;791
10090;792
13231;793
20779;794
35;795
20464;796
15094;797
22624;798
3155;799
6874;800
2485;801
17030;802
4729;803
16002;804
15384;805
23021;806
24038;807
6545;808
21526;809
17267;810
7289;811
9247;812
12448;813
158;814
4325;815
16020;816
5164;817
18151;818
6977;819
7223;820
20445;821
24017;822
1772;823
23577;824
23725;825
22660;826
128;827
5749;828
20294;829
7712;830
18514;831
286;832
9499;833
6205;834
179;835
18630;836
4019;837
2147;838
23216;839
17198;840
1565;841
10923;842
4629;843
12800;844
15227;845
23459;846
12219;847
8155;848
20447;849
12543;850
4740;851
6326;852
1224;853
4227;854
10140;855
19090;856
12037;857
10118;858
9420;859
1323;860
11076;861
2154;862
17752;863
5139;864
23733;865
10273;866
20143;867
30;868
13514;869
